0	0	0
7092479999999999e-20	-4330557142857143e-20	22161052631578938e-23
.00040606199999999995	-.00047163714285714285	16354736842105246e-22
62729e-8	-.0010482857142857143	27863157894736882e-22
.0006859300000000004	-.0015636571428571421	32563157894736846e-22
.0006368599999999997	-.0019879857142857146	32199999999999704e-22
.0005236299999999993	-.0023332142857142866	28605263157894337e-22
.00037329999999999915	-.002616028571428571	2302105263157907e-21
.0002020999999999989	-.002850471428571428	1621052631578907e-21
19999999999998318e-21	-.0030472857142857137	8736842105262628e-22
-.0001670999999999986	-.0032144285714285695	8421052631586e-20
