0	0	0
.00012663624	-21095138571428573e-21	23209894736842107e-23
.00041089859999999997	-.0003045017142857142	1626947368421053e-21
506892e-9	-.0007678448571428572	2716578947368418e-21
.0004634520000000001	-.001228632857142857	31326315789473728e-22
.00034531800000000006	-.0016331142857142857	30603157894736796e-22
.00018939899999999982	-.0019764471428571433	26807368421052566e-22
15485999999999885e-21	-.0022662557142857143	21140526315789542e-22
-.00016569000000000024	-.0025119300000000003	14352631578947384e-22
-.00034818000000000023	-.002721741428571429	6931578947368342e-22
-.0005287199999999995	-.0029024828571428568	-8368421052629814e-23
