0,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,1
0,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,3
51.4606303076,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,5
145.0544248124,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,7
235.1324628953,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,9
323.3456660576,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,11
408.2189130326,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,13
441.1574295277,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,15
420.5320445567,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,17
396.4613723476,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,19
366.7453436148,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,21
332.9350600702,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,23
297.2425311921,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,25
261.6331613733,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,27
227.5689490447,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,29
195.9984429491,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,31
167.439728395,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,33
142.0871761644,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,35
119.9113027924,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,37
100.7404197591,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,39
84.3221564857,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,41
70.3670386165,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,43
58.5776540507,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,45
48.6669804131,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,47
40.3689520246,3.3244591445,3.9238707613,0.0925066592,3.8214842515,1.3404133807,6.8681262215,2.6329550497,49
